Epoch,Train_Loss,Valid_Loss
1,76.53797912597656,54.84263356526693
2,36.70173454284668,16.88251558939616
3,10.513525856865776,11.335796991984049
4,11.983456399705675,11.25135866800944
5,9.300667232937283,9.019784291585287
6,8.868837727440727,8.736170291900635
7,8.821477307213677,9.00704574584961
8,8.57270712322659,9.031987508138021
9,8.54451158311632,8.898976961771647
10,8.60979594124688,8.492611090342203
11,8.473695702022976,8.831280072530111
12,8.563802030351427,9.220418930053711
13,8.543421215481228,8.496484438578287
14,8.383865727318657,8.815105120340982
15,8.401211897532145,7.644041538238525
16,8.399140357971191,8.84551970163981
17,8.639590528276232,10.475099881490072
18,8.473251713646782,8.78281275431315
19,8.392485512627495,9.513166109720865
20,8.599230819278294,9.721173286437988
21,8.454359372456869,8.279678185780844
22,8.515734248691135,7.785715897878011
23,8.510800202687582,7.697872479756673
24,8.472069051530626,8.016060034434
25,8.42631827460395,9.260510762532553
26,8.503395716349283,9.19391663869222
27,8.729147911071777,8.855846722920736
28,8.52999750773112,10.4688671429952
29,8.349128034379747,7.86620569229126
30,8.503571033477783,8.783003807067871
31,8.43665329615275,8.447879950205484
32,8.538446426391602,9.622843106587728
33,8.503996478186714,11.28433926900228
34,8.573382059733072,8.176340897878012
35,8.45832872390747,9.39492162068685
36,8.471170319451225,11.78867276509603
37,8.63492382897271,10.082914352416992
38,8.499328083462185,8.50334390004476
39,8.410300943586561,8.54773219426473
40,8.583757241566977,9.671215216318766
41,8.58718490600586,9.702824274698893
42,8.606392648484972,8.891310056050619
43,8.389837476942274,8.81702454884847
44,8.558775266011557,8.720552444458008
45,8.468372821807861,8.772928873697916
46,8.405300193362766,9.59592072168986
47,8.561555915408665,9.07016404469808
48,8.427842564053005,9.39375909169515
49,8.49792390399509,7.909902731577556
50,8.567031436496311,8.234577337900797
51,8.663955211639404,9.270457903544107
52,8.513644642300076,9.029095967610678
53,8.484910117255318,7.579927762349446
54,8.44827683766683,8.16685930887858
55,8.356859048207602,9.340374946594238
56,8.389756626553005,8.328315893809
57,8.417966471778023,8.408448855082193
58,8.334902816348606,8.426237265268961
59,8.3239852587382,8.876190185546875
60,8.553776264190674,9.568339665730795
61,8.413727866278755,8.26557445526123
62,8.470729033152262,9.048016548156738
63,8.41319857703315,8.915830612182617
64,8.625654326544868,8.285112222035727
65,8.36725213792589,8.600521087646484
66,8.356074439154732,8.742693742116293
67,8.332300398084852,7.526536305745442
68,8.381711483001709,9.043757597605387
69,8.568822542826334,11.409833908081055
70,8.425743050045437,8.762205123901367
71,8.288174788157145,9.27597681681315
72,8.433335251278347,8.359287103017172
73,8.557417021857368,7.7137041091918945
74,8.35610098308987,9.455921490987143
75,8.51992522345649,9.246781984965006
76,8.453842957814535,10.584825197855631
77,8.257494078742134,10.110773086547852
78,8.392439683278402,9.661264737447103
79,8.44392008251614,9.822157382965088
80,8.322279400295681,8.523992697397867
81,8.461282783084446,9.272989590962728
82,8.588243590460884,8.3857208887736
83,8.365109708574083,8.933780034383139
84,8.351349565717909,8.916959762573242
85,8.376163376702202,7.700458685557048
86,8.345315244462755,10.541940053304037
87,8.374565230475532,8.89316463470459
88,8.235074096255833,8.420341650644938
89,8.451559808519152,9.252121925354004
90,8.310251341925728,8.636279741923014
91,8.373778714074028,7.990593274434407
92,8.455765883127848,9.714631716410318
93,8.311201837327745,9.575910409291586
94,8.495772573682997,8.02280044555664
95,8.60239585240682,8.609918912251791
96,8.342523256937662,8.465645949045816
97,8.41497696770562,7.537990252176921
98,8.380783240000406,8.121829986572266
99,8.370890776316324,10.300517400105795
100,8.364378611246744,8.275530179341635
101,8.235606723361546,7.855116208394368
102,8.39521476957533,7.724601745605469
103,8.48955127927992,9.65871779123942
104,8.35571257273356,8.755749066670736
105,8.297775692409939,9.581530888875326
106,8.282405959235298,9.85231637954712
107,8.52051920360989,9.289243380228678
108,8.350348578559029,9.484595139821371
109,8.423357221815321,8.27955993016561
110,8.306882752312553,7.521218617757161
111,8.306261539459229,10.270313421885172
112,8.269926283094618,7.959959983825684
113,8.460779772864448,10.132105191548666
114,8.313401752048069,7.807596365610759
115,8.288389629787869,8.260345141092936
116,8.386864609188503,9.239503224690756
117,8.373630311754015,7.554701328277588
118,8.375728925069174,9.048351923624674
119,8.322813775804308,11.988272031148275
120,8.418284946017796,7.662305514017741
121,8.365884357028538,9.301390329996744
122,8.330007447136772,8.14470100402832
123,8.303269174363878,10.409241358439127
124,8.469701925913492,9.244103272755941
125,8.432942814297146,8.661916255950928
126,8.548547903696695,9.363550186157227
127,8.407977157168919,7.886679013570149
128,8.391002443101671,8.409236749013266
129,8.274544768863255,6.926196575164795
130,8.398204061720106,9.534064292907715
131,8.496419323815239,9.430444399515787
132,8.367627302805582,7.684562683105469
133,8.470328860812717,8.03318707148234
134,8.338616371154785,8.677111943562826
135,8.20045412911309,8.743956565856934
136,8.373556401994493,8.57597573598226
137,8.39935392803616,7.895487626393636
138,8.249865055084229,7.7736843427022295
139,8.464099725087484,8.440471490224203
140,8.330230712890625,10.266271909077963
141,8.437990294562447,8.020338535308838
142,8.319950050777859,8.767107645670572
143,8.314129564497206,9.278995831807455
144,8.448936144510904,8.016790707906088
145,8.281098047892252,9.832906723022461
146,8.548433621724447,8.629167238871256
147,8.382273462083605,9.533576647440592
148,8.409728368123373,7.837361971537272
149,8.385663774278429,8.72961711883545
150,8.258563889397514,9.831180890401205
151,8.373575263553196,7.811237812042236
152,8.246005323198107,8.441948254903158
153,8.373392105102539,8.690458297729492
154,8.354018529256185,10.12669849395752
155,8.423662980397543,7.472645441691081
156,8.321478737725151,8.343630313873291
157,8.308788882361519,7.808094501495361
158,8.31614605585734,8.218637943267822
159,8.305826081169975,8.130892276763916
160,8.212292618221706,7.541925430297852
161,8.284755865732828,9.192710876464844
162,8.382871468861898,7.468572775522868
163,8.209480073716906,7.9884772300720215
164,8.355677604675293,9.53614362080892
165,8.296691629621717,10.984722773234049
166,8.328014532725016,7.204503218332927
167,8.502216709984673,9.011635621388754
168,8.244502120547825,8.232380549112955
169,8.369698206583658,8.694745381673178
170,8.42289564344618,9.258939743041992
171,8.202882236904568,7.236618439356486
172,8.193797005547417,8.056582609812418
173,8.259565353393555,8.967387676239014
174,8.392246670193142,8.485761960347494
175,8.259382936689589,8.06758483250936
176,8.169543054368761,8.58939520517985
